"","Name","Total"
"4102","Blakelynn",89
"4256","Brailee",89
"6791","Debra",89
"7030","Deonna",89
"8337","Emmelyn",89
"8403","Ena",89
"9588","Gray",89
"13568","Karah",89
"13870","Kay",89
"14657","Khloie",89
"15961","Lenna",89
"17746","Mathilda",89
"18538","Mischa",89
"18681","Morrigan",89
"19704","Nubia",89
"19834","Odalys",89
"20966","Raylan",89
"20975","Raylen",89
"23720","Tailynn",89
"24834","Valkyrie",89
"83","Aanvi",88
"816","Ahri",88
"1083","Alanie",88
"1638","Amalie",88
"2250","Aniyla",88
"2694","Aris",88
"2765","Arlo",88
"3378","Avika",88
"3436","Avrie",88
"4407","Breelynn",88
"5343","Caylin",88
"5402","Cesia",88
"6125","Cydney",88
"8181","Emari",88
"9421","Giavonna",88
"9590","Grayce",88
"10271","Hilda",88
"11520","Janay",88
"14692","Khylie",88
"15307","Kyli",88
"16044","Letti",88
"17067","Makaela",88
"17263","Malin",88
"19191","Nawal",88
"19556","Nithya",88
"20142","Paislie",88
"22351","Saray",88
"23365","Starla",88
"23580","Suzette",88
"26060","Zamya",88
"26495","Zyanna",88
"445","Addeline",87
"1579","Alysa",87
"3709","Azuri",87
"4882","Caileigh",87
"5300","Caterina",87
"5772","Clarity",87
"5918","Constanza",87
"6306","Daliah",87
"7309","Divina",87
"7779","Elara",87
"8734","Evette",87
"11180","Jai",87
"12112","Jena",87
"13127","Kahlia",87
"15298","Kylei",87
"15909","Leighla",87
"17007","Maida",87
"19208","Nayely",87
"19652","Noora",87
"21160","Renae",87
"24023","Teagen",87
"24951","Vianna",87
"474","Addysen",86
"1297","Alexxa",86
"1367","Alinah",86
"1824","Amillia",86
"1947","Anabia",86
"2178","Angelika",86
"3145","Auburn",86
"3366","Avie",86
"4140","Bliss",86
"4192","Boston",86
"4303","Brantley",86
"5006","Camari",86
"5518","Chassidy",86
"6696","Dayani",86
"7191","Dezirae",86
"7568","Dynasty",86
"9550","Graciella",86
"10979","Jacklynn",86
"11206","Jailah",86
"11538","Janell",86
"12121","Jenavieve",86
"12324","Jessalynn",86
"14146","Keisha",86
"14781","Kimberley",86
"16150","Liesl",86
"17001","Maiah",86
"18064","Meila",86
"19261","Neela",86
"19682","Noura",86
"26107","Zari",86
"26150","Zayah",86
"190","Abbigale",85
"1885","Amore",85
"3857","Beau",85
"5766","Clarice",85
"6689","Daya",85
"6945","Demetria",85
"8931","Fatou",85
"9319","Genessis",85
"9401","Gianella",85
"9517","Golda",85
"11482","Jamison",85
"13336","Kalila",85
"13925","Kayle",85
"14929","Kiyomi",85
"15361","Kynley",85
"15529","Lakota",85
"15592","Landon",85
"17210","Malayna",85
"17581","Marly",85
"18627","Monet",85
"18939","Naina",85
"19461","Nihira",85
"21556","Roma",85
"21785","Rubie",85
"23966","Tayah",85
"643","Adriel",84
"900","Airabella",84
"1054","Alaiah",84
"1771","Amena",84
"5116","Caraline",84
"8764","Evyn",84
"9176","Gabby",84
"9645","Greyson",84
"10283","Hinda",84
"12332","Jessenia",84
"12519","Jocelyne",84
"14410","Kenzy",84
"15328","Kymani",84
"15575","Lanae",84
"16116","Lian",84
"16925","Maeva",84
"17659","Maryanne",84
"17798","Maureen",84
"18231","Messiah",84
"18791","Myiah",84
"19279","Neha",84
"21032","Reaghan",84
"21244","Rhema",84
"22794","Shawna",84
"25517","Yanet",84
"26404","Zoha",84
"507","Adelin",83
"1168","Alecia",83
"1688","Amariyah",83
"2458","Anyah",83
"4002","Beth",83
"6069","Cristel",83
"6147","Cypress",83
"6198","Dagny",83
"6572","Darya",83
"7346","Dolores",83
"8475","Erianna",83
"8681","Evanna",83
"9204","Gaby",83
"9531","Gracee",83
"10094","Haylen",83
"11067","Jaedyn",83
"11714","Jasper",83
"11907","Jaylie",83
"12931","Juliett",83
"13401","Kamara",83
"15376","Kynzie",83
"16013","Leonor",83
"16132","Liba",83
"17456","Maribelle",83
"18703","Moxie",83
"20253","Payslee",83
"20690","Rafaela",83
"22685","Shakira",83
"22910","Shivani",83
"23838","Tamiya",83
"24815","Valarie",83
"25058","Vittoria",83
"25728","Yohana",83
"27","Aahana",82
"656","Adrina",82
"833","Aicha",82
"903","Airam",82
"1098","Alara",82
"2770","Arlyn",82
"3491","Ayala",82
"4776","Brynne",82
"5061","Camiyah",82
"5562","Cherry",82
"5627","Chloey",82
"5991","Corrie",82
"6540","Dariyah",82
"7312","Divinity",82
"7794","Eldana",82
"8395","Emy",82
"8696","Eveline",82
"10270","Hilary",82
"10378","Hudsyn",82
"11187","Jaicee",82
"13348","Kalise",82
"14267","Kendalyn",82
"15071","Korah",82
"15285","Kylan",82
"16565","Luiza",82
"17393","Marcia",82
"19207","Nayelli",82
"19265","Neely",82
"21088","Reginae",82
"21699","Rosetta",82
"22287","Sanjana",82
"23607","Sydni",82
"24922","Venice",82
"25355","Xaria",82
"892","Ainhoa",81
"1857","Amity",81
"3061","Atara",81
"3260","Avagrace",81
"3541","Aylani",81
"4142","Blossom",81
"4271","Bralynn",81
"4352","Braylen",81
"5628","Chloie",81
"5851","Colby",81
"5995","Corrina",81
"7426","Dorothea",81
"7805","Eleana",81
"8253","Emileigh",81
"8608","Esty",81
"8631","Eulalia",81
"9953","Harli",81
"10203","Hennessy",81
"11374","Jalyssa",81
"12479","Jizelle",81
"12531","Jodi",81
"13918","Kaylan",81
"14051","Keaton",81
"14666","Khori",81
"15391","Kyree",81
"16592","Lundyn",81
"16712","Lyriq",81
"18547","Mishika",81
"18801","Mykayla",81
"18942","Naiomi",81
"19917","Oluwadarasimi",81
"20688","Raeya",81
"21074","Reeva",81
"23839","Tamiyah",81
"24130","Terri",81
"25282","Wisdom",81
"386","Adalena",80
"387","Adalene",80
"767","Ahlam",80
"2074","Andee",80
"2171","Angeles",80
"3300","Avari",80
"3303","Avarose",80
"4778","Brynnleigh",80
"6982","Dena",80
"7852","Elianah",80
"8231","Emersen",80
"8642","Evalee",80
"8741","Evianna",80
"10146","Heavenlee",80
"11031","Jadelynn",80
"13042","Kacy",80
"13067","Kadyn",80
"13120","Kahlani",80
"15363","Kynlie",80
"16818","Maddelyn",80
"16842","Maddyson",80
"17278","Mallie",80
"17311","Manal",80
"19068","Nashla",80
"19211","Naylah",80
"19395","Niamh",80
"19889","Oliviah",80
"20207","Passion",80
"20326","Pessy",80
"20565","Queena",80
"22374","Saron",80
"22847","Shelly",80
"23267","Sonora",80
"24572","Tru",80
"25865","Zaara",80
"26324","Ziah",80
"26395","Zoei",80
"50","Aalia",79
"1795","Ami",79
"2826","Arriana",79
"5754","Clair",79
"6046","Cree",79
"6366","Damia",79
"7836","Eleyna",79
"8158","Emaleigh",79
"9089","Fraidy",79
"10515","Ilianna",79
"11353","Jaliah",79
"11597","Janya",79
"11928","Jaymee",79
"12107","Jemima",79
"13509","Kamyla",79
"13703","Kasandra",79
"13831","Katlyn",79
"14429","Keri",79
"14440","Kerrington",79
"16582","Lumen",79
"16674","Lynley",79
"16980","Mahira",79
"17582","Marlyn",79
"18221","Meryl",79
"20662","Raegen",79
"20837","Ramiyah",79
"20964","Rayla",79
"21307","Rianna",79
"22311","Sanya",79
"23021","Sidra",79
"23900","Tariah",79
"26424","Zophia",79
"26431","Zori",79
"51","Aaliah",78
"336","Acadia",78
"622","Adore",78
"1668","Amariana",78
"3645","Azariyah",78
"3827","Bayan",78
"5553","Chelsy",78
"6912","Delta",78
"7773","Elanie",78
"8884","Fanny",78
"9510","Goddess",78
"9614","Greenlee",78
"9763","Hadlie",78
"10566","Imogene",78
"11213","Jailene",78
"11321","Jalani",78
"11902","Jayliana",78
"13139","Kaiah",78
"13506","Kamyah",78
"13565","Kapri",78
"14201","Kelli",78
"15378","Kynzleigh",78
"15655","Lark",78
"21528","Rogue",78
"23149","Skyleigh",78
"24740","Tzipora",78
"24826","Valentine",78
"24867","Vanya",78
"25177","Weslyn",78
"25465","Yajaira",78
"25731","Yohanna",78
"25757","Yoselyn",78
"26466","Zuria",78
"1427","Alizay",77
"1717","Amberlee",77
"2618","Arian",77
"4230","Brady",77
"5604","Chimamanda",77
"5976","Corinna",77
"6832","Deisy",77
"7812","Eleen",77
"9735","Hadasa",77
"10196","Henleigh",77
"10206","Henny",77
"10832","Ivonne",77
"12006","Jazlene",77
"13082","Kaela",77
"15180","Kristel",77
"16329","Livy",77
"17049","Maizey",77
"17246","Mali",77
"17821","Max",77
"19583","Niylah",77
"20431","Posey",77
"20742","Raigan",77
"20927","Rawan",77
"21459","Riyah",77
"21634","Rorie",77
"22454","Sayler",77
"22611","Seven",77
"25647","Yelitza",77
"25959","Zaila",77
"26200","Zayra",77
"309","Abree",76
"881","Ailynn",76
"891","Aine",76
"1187","Aleeya",76
"1550","Alyah",76
"1590","Alyssandra",76
"2699","Arisha",76
"3974","Berkleigh",76
"4156","Bobbie",76
"6323","Dallis",76
"6825","Defne",76
"7681","Eesha",76
"7828","Eleonora",76
"7861","Elianny",76
"8246","Emiko",76
"8293","Emmagrace",76
"8627","Eugenia",76
"8711","Everest",76
"9925","Hareem",76
"10226","Hera",76
"10580","Inayah",76
"11469","Jamileth",76
"12054","Jeanne",76
"12358","Jett",76
"12371","Jewell",76
"12468","Jireh",76
"12532","Jodie",76
"14674","Khushi",76
"16318","Livi",76
"17116","Makenzy",76
"17891","Mayeli",76
"19698","November",76
"20309","Peri",76
"20941","Rayanna",76
"21460","Riyan",76
"22730","Shanell",76
"23155","Skylie",76
"23846","Tamya",76
"25688","Yides",76
"26194","Zaynah",76
"506","Adelie",75
"1117","Alayiah",75
"1301","Alexys",75
"2827","Arrianna",75
"2905","Aryiah",75
"3343","Averly",75
"3379","Avila",75
"4763","Bryndle",75
"4852","Caeli",75
"5160","Carlota",75
"5298","Catelyn",75
"5448","Chantal",75
"5669","Christie",75
"7430","Dottie",75
"8113","Elsy",75
"8530","Erynn",75
"9843","Halley",75
"10403","Husna",75
"12091","Jeimy",75
"13069","Kadynce",75
"13760","Kassidi",75
"14749","Kierstyn",75
"15075","Koraline",75
"16891","Madysen",75
"16913","Maelie",75
"18172","Merci",75
"19531","Niomi",75
"21060","Reed",75
"21134","Remedy",75
"21287","Rhyleigh",75
"22824","Shayne",75
"23288","Sophya",75
"23537","Sunnie",75
"23903","Tariyah",75
"25601","Yatziry",75
"25833","Yuritzi",75
"26455","Zulema",75
"1105","Alasia",74
"1742","Ameenah",74
"2325","Annamaria",74
"2697","Arisbeth",74
"2751","Arlett",74
"3410","Avleen",74
"3527","Ayelet",74
"4380","Breana",74
"4448","Brennan",74
"4887","Cailin",74
"5034","Camelia",74
"5202","Carrigan",74
"5659","Christen",74
"5876","Collyns",74
"6834","Dejah",74
"6893","Delina",74
"7504","Dua",74
"7871","Elida",74
"7984","Ellanor",74
"8438","Enya",74
"9474","Gissel",74
"9704","Gwendalyn",74
"9796","Haileigh",74
"10172","Helene",74
"12613","Joleen",74
"13302","Kaleia",74
"13324","Kaliana",74
"13398","Kamani",74
"14372","Kenslie",74
"15207","Kriti",74
"16159","Lilee",74
"16321","Liviana",74
"16323","Livie",74
"18582","Moana",74
"19697","Novella",74
"19973","Ona",74
"20444","Praise",74
"21624","Rooney",74
"21657","Rosaline",74
"21931","Rylinn",74
"22139","Salina",74
"395","Adalin",73
"894","Ainsleigh",73
"1051","Alahna",73
"1624","Amaiah",73
"2497","Apryl",73
"3185","Augusta",73
"5560","Cherokee",73
"7751","Ekaterina",73
"7876","Elienai",73
"8191","Emberleigh",73
"9559","Gracy",73
"11074","Jaelah",73
"11191","Jaidah",73
"11553","Janey",73
"12811","Jovanna",73
"13585","Kareena",73
"13654","Karmin",73
"14576","Khaliah",73
"14960","Kloey",73
"15031","Kolby",73
"15370","Kynsleigh",73
"15901","Leidy",73
"15942","Lelia",73
"16012","Leonna",73
"17244","Maleyah",73
"17909","Maylen",73
"18169","Mercedez",73
"18454","Milliana",73
"21618","Ronnie",73
"22837","Shekinah",73
"23719","Tailyn",73
"23776","Tali",73
"24025","Teaghan",73
"25550","Yareni",73
"26046","Zamaya",73
"26257","Zenaida",73
"874","Aili",72
"1095","Alany",72
"1369","Alinna",72
"2006","Analucia",72
"2377","Anny",72
"3229","Auriella",72
"4222","Bradlee",72
"4441","Brenlee",72
"4947","Calie",72
"4953","Calina",72
"5637","Chrisette",72
"6794","December",72
"8289","Emiyah",72
"8661","Evamarie",72
"9095","Franchesca",72
"9148","Frieda",72
"10728","Ishika",72
"10946","Jace",72
"12163","Jenni",72
"12246","Jermani",72
"12629","Jolynn",72
"14206","Kellyn",72
"14300","Kenedi",72
"14482","Keya",72
"15612","Langley",72
"16958","Mahalia",72
"17367","Marah",72
"17443","Mariangel",72
"17726","Masyn",72
"17927","Maysa",72
"17959","Mazzy",72
"18731","Muna",72
"18779","Myasia",72
"19447","Nidhi",72
"19562","Nivea",72
"19629","Nohemi",72
"19779","Nyra",72
"21910","Rylea",72
"22183","Samari",72
"22359","Sarenity",72
"24408","Tory",72
"24774","Unknown",72
"24811","Vaishnavi",72
"25203","Whitlee",72
"26252","Zemirah",72
"26411","Zoi",72
"945","Aiya",71
"1243","Alesia",71
"2279","Annah",71
"3851","Bea",71
"5046","Cami",71
"5645","Chrissy",71
"5728","Ciera",71
"6182","Daelynn",71
"7272","Dilynn",71
"7345","Dolly",71
"7957","Elizah",71
"8308","Emmalina",71
"9542","Graceyn",71
"9543","Graci",71
"10534","Ilona",71
"10991","Jaclynn",71
"11369","Jalyn",71
"12908","Julian",71
"13095","Kaelin",71
"14091","Keeva",71
"15186","Kristian",71
"15581","Lanaya",71
"15761","Layal",71
"16376","Logann",71
"16537","Lucile",71
"17404","Marcy",71
"18031","Meena",71
"18961","Najma",71
"19042","Nara",71
"19558","Nitya",71
"20426","Portia",71
"22364","Saria",71
"22888","Shifra",71
"23585","Svea",71
"25934","Zahira",71
"461","Addisen",70
"582","Adisyn",70
"990","Akeelah",70
"1240","Alesha",70
"3063","Athalia",70
"3110","Aubre",70
"3275","Avaline",70
"3355","Avi",70
"4362","Braylyn",70
"4384","Breasia",70
"4923","Caleah",70
"6484","Danyla",70
"7727","Eira",70
"8535","Esabella",70
"8581","Essie",70
"8690","Evee",70
"8947","Fay",70
"10397","Huntley",70
"11014","Jacy",70
"11821","Jayanna",70
"12346","Jesslynn",70
"13073","Kaedence",70
"14176","Kelcie",70
"14337","Kennedie",70
"15294","Kyleah",70
"15556","Lamia",70
"15908","Leighanna",70
"16566","Lujain",70
"16772","Mackenzi",70
"17924","Mayrin",70
"18279","Michael",70
"18842","Myriam",70
"18996","Nalia",70
"19998","Ora",70
"20684","Raena",70
"21290","Rhylie",70
"21580","Romi",70
"22100","Saja",70
"22126","Saleen",70
"22198","Sameera",70
"22473","Scotland",70
"22582","Serayah",70
"22860","Sheridan",70
"23336","Srinika",70
"23943","Tauriel",70
"24550","Trista",70
"24787","Ursula",70
"69","Aaminah",69
"694","Aela",69
"941","Aivah",69
"1766","Amellia",69
"1943","Anabell",69
"2219","Aniela",69
"2633","Ariany",69
"3706","Azura",69
"5022","Cambry",69
"5450","Chantelle",69
"5621","Chizaram",69
"5834","Codi",69
"6215","Daila",69
"7218","Dhriti",69
"7939","Eliya",69
"8001","Elleanor",69
"8437","Envy",69
"9232","Galilee",69
"10725","Ishanvi",69
"12055","Jeannette",69
"12177","Jensyn",69
"12593","Johnnie",69
"13099","Kaely",69
"13354","Kaliya",69
"13786","Katalyna",69
"14774","Kimaya",69
"15007","Kodie",69
"15149","Kree",69
"15170","Krislyn",69
"15491","Lainee",69
"15970","Lennix",69
"17240","Maleny",69
"17382","Marcelina",69
"17654","Maryama",69
"18088","Mela",69
"19036","Naomie",69
"19198","Naydelin",69
"20243","Paxtyn",69
"21102","Reid",69
"22155","Salwa",69
"22316","Saori",69
"23481","Suhani",69
"24575","True",69
"24907","Vega",69
"549","Adhya",68
"1897","Amour",68
"2551","Arbor",68
"2987","Ashlynne",68
"3041","Aster",68
"3274","Avalina",68
"3616","Azaleah",68
"4567","Brihanna",68
"5342","Caylie",68
"8003","Elleigh",68
"8029","Ellieanna",68
"8071","Ellyanna",68
"8199","Embree",68
"8664","Evana",68
"9472","Gisella",68
"9710","Gweneth",68
"11208","Jailee",68
"11617","Jaquelyn",68
"12348","Jessy",68
"13066","Kady",68
"13441","Kamea",68
"13696","Karyme",68
"14415","Keona",68
"14680","Khyla",68
"15978","Lennyn",68
"17697","Masa",68
"17753","Matilyn",68
"17874","Maybelle",68
"17933","Mayson",68
"18343","Mikaila",68
"18365","Mikenzie",68
"18523","Mirielle",68
"19117","Natalyn",68
"19429","Nico",68
"21739","Rowynn",68
"21886","Ryen",68
"22749","Shanti",68
"23608","Sydnie",68
"24741","Tziporah",68
"25179","Weslynn",68
"25982","Zaiya",68
"26537","Zyon",68
"987","Akasha",67
"1165","Aleana",67
"1253","Alethea",67
"1768","Amelya",67
"2441","Anuhea",67
"2622","Arianah",67
"3370","Avielle",67
"4224","Bradleigh",67
"5807","Clio",67
"7141","Devina",67
"8117","Elvia",67
"8558","Esma",67
"8823","Ezrah",67
"9605","Graysen",67
"9887","Hania",67
"11248","Jaiya",67
"11615","Jaquelin",67
"12442","Jill",67
"12549","Joely",67
"12591","Johnna",67
"14396","Kenza",67
"14520","Keyonna",67
"15171","Krislynn",67
"15456","Laelah",67
"15626","Lanna",67
"15644","Lareen",67
"16241","Lilyrose",67
"16542","Lucina",67
"18285","Michaella",67
"18481","Minha",67
"20691","Rafaella",67
"21172","Renesmae",67
"21451","Rivkah",67
"21902","Ryla",67
"22354","Sarayu",67
"22840","Shelbie",67
"22996","Siana",67
"23222","Solange",67
"23536","Sunni",67
"23791","Taliya",67
"23994","Taylyn",67
"24019","Tea",67
"25262","Windsor",67
"25675","Yetzali",67
"390","Adali",66
"434","Adaya",66
"899","Aira",66
"1960","Anai",66
"3059","Atalia",66
"4240","Braeleigh",66
"4266","Braleigh",66
"4344","Brayla",66
"4514","Brianny",66
"4529","Bridgett",66
"5505","Charolette",66
"5606","China",66
"5768","Clarisa",66
"6818","Deema",66
"6966","Demiyah",66
"7684","Eevee",66
"7870","Elicia",66
"7878","Eliette",66
"7928","Elisia",66
"8943","Favour",66
"9810","Haizley",66
"10344","Hoorain",66
"11534","Janel",66
"11912","Jaylinn",66
"11947","Jayonna",66
"12794","Jourdyn",66
"13300","Kalei",66
"13880","Kayanna",66
"15943","Leliana",66
"16168","Liliane",66
"16184","Lilla",66
"16653","Lynden",66
"16814","Maddalena",66
"16875","Madisson",66
"16994","Mahnoor",66
"17226","Maleena",66
"17431","Mariafernanda",66
"18051","Meher",66
"18086","Meklit",66
"18138","Melodi",66
"18143","Melony",66
"18275","Micayla",66
"18518","Miri",66
"18739","Munira",66
"19109","Nataliya",66
"20176","Pari",66
"20961","Raygen",66
"21713","Roslynn",66
"22247","Samyra",66
"23223","Solara",66
"24626","Tyasia",66
"25830","Yuridia",66
"26251","Zemira",66
"148","Aashna",65
"825","Ahtziri",65
"984","Akari",65
"1451","Allena",65
"2019","Anamarie",65
"2324","Annamae",65
"2369","Anniyah",65
"3028","Asmaa",65
"3620","Azaliah",65
"4004","Bethanie",65
"4816","Bushra",65
"5449","Chantel",65
"6236","Daisha",65
"6334","Dalyla",65
"6378","Damiya",65
"7267","Dillon",65
"8066","Ellowyn",65
